activity_date,customerid,transaction_method,transaction_type, transaction_amount
3/31/2024,5952,BRANCH,BIAYA,"  5,000 "
3/31/2024,779,BRANCH,BIAYA,"  5,000 "
3/31/2024,8644,BRANCH,PAJAK,"  3,421 "
3/31/2024,2960,BRANCH,BIAYA,"  5,000 "
3/31/2024,4799,BRANCH,BUNGA,  182 
3/31/2024,76,BRANCH,BUNGA,  129 
3/31/2024,2306,BRANCH,BIAYA,"  12,500 "
3/31/2024,600,BRANCH,BIAYA,"  5,000 "
3/31/2024,5203,BRANCH,BIAYA,"  10,000 "
3/31/2024,7050,BRANCH,BUNGA,  377 
3/31/2024,4206,BRANCH,PAJAK,  0 
3/31/2024,2306,BRANCH,PAJAK,"  3,701 "
3/31/2024,2306,BRANCH,BUNGA,"  1,279 "
3/31/2024,3161,BRANCH,PAJAK,"  1,626 "
3/31/2024,7170,BRANCH,BUNGA,"  2,107 "
3/31/2024,3694,BRANCH,PAJAK,  231 
3/31/2024,3349,BRANCH,BUNGA,  376 
3/31/2024,775,BRANCH,BUNGA,"  1,893 "
3/31/2024,3161,BRANCH,BUNGA,"  7,499 "
3/31/2024,1104,BRANCH,BIAYA,"  2,000 "
3/31/2024,5312,BRANCH,PAJAK,  19 
3/31/2024,5225,BRANCH,BUNGA,"  1,442 "
3/31/2024,7743,BRANCH,BIAYA,"  12,500 "
3/31/2024,280,BRANCH,BIAYA,"  12,500 "
3/31/2024,6386,BRANCH,BUNGA,"  2,398 "
3/31/2024,775,BRANCH,BIAYA,"  5,000 "
3/31/2024,188,BRANCH,PAJAK,  139 
3/31/2024,1365,BRANCH,BUNGA,  299 
3/31/2024,775,BRANCH,BUNGA,"  1,886 "
3/31/2024,6513,BRANCH,PAJAK,  6 
3/31/2024,1041,BRANCH,BIAYA,"  12,500 "
4/3/2024,5232,INTERNET BANKING,TRANSFER,"  493,500 "
4/3/2024,7550,INTERNET BANKING,TRANSFER,"  100,000 "
4/3/2024,7732,INTERNET BANKING,TRANSFER,"  10,000,000 "
4/3/2024,6911,INTERNET BANKING,TRANSFER,"  50,000 "
4/3/2024,4251,INTERNET BANKING,TRANSFER,"  1,967,928 "
4/3/2024,8779,INTERNET BANKING,TRANSFER,"  350,000 "
4/3/2024,600,BRANCH,TRANSFER,"  668,000 "
4/3/2024,5312,BRANCH,BIAYA,"  12,500 "
4/3/2024,3010,BRANCH,TRANSFER,"  2,000,000 "
4/3/2024,4206,BRANCH,BIAYA,"  5,000 "
4/3/2024,7050,BRANCH,BIAYA,"  1,500 "
4/3/2024,844,BRANCH,BIAYA,"  5,000 "
4/3/2024,4251,BRANCH,BIAYA,"  5,000 "
4/3/2024,1047,BRANCH,BIAYA,"  10,000 "
4/3/2024,65,BRANCH,TRANSFER,"  1,980,000 "
4/3/2024,1165,BRANCH,TRANSFER,"  24,019,917 "
4/3/2024,359,BRANCH,BIAYA,"  2,500 "
4/3/2024,8304,BRANCH,BIAYA,"  10,000 "
4/3/2024,7027,BRANCH,BIAYA,"  10,000 "
4/3/2024,6513,BRANCH,BIAYA,"  10,000 "
4/3/2024,1104,MERCHANT,PAYMENT,  48 
4/3/2024,7743,BRANCH,BIAYA,"  10,000 "
4/3/2024,7050,BRANCH,BIAYA,"  2,000 "
4/3/2024,9227,BRANCH,BIAYA,"  10,000 "
4/3/2024,6911,BRANCH,BIAYA,"  10,000 "
4/3/2024,2168,BRANCH,TRANSFER,"  100,000 "
4/3/2024,7050,BRANCH,TRANSFER,"  5,937,750 "
4/3/2024,6217,BRANCH,BIAYA,"  5,000 "
4/3/2024,246,BRANCH,BIAYA,"  5,000 "
4/3/2024,4857,BRANCH,BIAYA,"  2,000 "
4/3/2024,5725,BRANCH,BUNGA,"  17,863 "
4/3/2024,2306,BRANCH,SETOR TUNAI,"  1,113,750 "
4/3/2024,6386,BRANCH,BIAYA,"  5,000 "
4/3/2024,5849,BRANCH,BIAYA,"  10,000 "
4/3/2024,8304,BRANCH,BIAYA,"  150,000 "
4/3/2024,4062,BRANCH,BIAYA,"  5,000 "
4/3/2024,1795,BRANCH,BIAYA,"  10,000 "
4/3/2024,3985,BRANCH,TRANSFER,"  4,900,000 "
4/3/2024,3025,BRANCH,BIAYA,"  5,000 "
4/3/2024,1465,BRANCH,TRANSFER,"  2,281,667 "
4/3/2024,2464,BRANCH,TRANSFER,"  10,000 "
4/3/2024,775,BRANCH,BIAYA,"  1,000 "
4/3/2024,5203,BRANCH,BIAYA,"  2,000 "
4/3/2024,837,MERCHANT,PAYMENT,"  108,017 "
4/3/2024,4251,BRANCH,TRANSFER,"  3,541,100 "
4/16/2024,4857,DEBIT CARD,PAYMENT,"  39,500 "
4/16/2024,1104,VIRTUAL DEBIT CARD,PAYMENT,"  38,250 "
4/16/2024,1104,VIRTUAL DEBIT CARD,PAYMENT,"  9,000 "
4/16/2024,2759,VIRTUAL DEBIT CARD,PAYMENT,"  159,000 "
4/16/2024,5463,VIRTUAL DEBIT CARD,PAYMENT,"  33,500 "
4/17/2024,5463,VIRTUAL DEBIT CARD,PAYMENT,"  34,100 "
4/16/2024,3183,VIRTUAL DEBIT CARD,PAYMENT,"  312,500 "
4/16/2024,5232,VIRTUAL DEBIT CARD,PAYMENT,"  12,000 "
4/17/2024,9227,VIRTUAL DEBIT CARD,PAYMENT,"  52,799 "
4/17/2024,9227,VIRTUAL DEBIT CARD,PAYMENT,"  2,000 "
4/16/2024,9227,VIRTUAL DEBIT CARD,PAYMENT,"  2,000 "
4/16/2024,9227,VIRTUAL DEBIT CARD,PAYMENT,"  55,052 "
4/16/2024,3349,VIRTUAL DEBIT CARD,PAYMENT,"  10,000 "
4/16/2024,3349,VIRTUAL DEBIT CARD,PAYMENT,"  22,200 "
4/17/2024,3183,DEBIT CARD,PAYMENT,"  70,500 "
4/16/2024,775,DEBIT CARD,PAYMENT,"  100,000 "
4/16/2024,6217,BRANCH,TRANSFER,"  1,300,000 "
4/16/2024,779,BRANCH,OTHERS,"  362,845 "
4/16/2024,779,BRANCH,PAYMENT,"  6,953 "
4/16/2024,779,BRANCH,PAJAK,"  125,000 "
4/16/2024,5312,BRANCH,TRANSFER,"  15,000,000 "
4/16/2024,1047,BRANCH,TRANSFER,"  522,243,161 "
4/16/2024,5312,BRANCH,BUNGA,"  87,500 "
4/16/2024,1892,BRANCH,OTHERS,"  290,277 "
4/16/2024,2168,BRANCH,TRANSFER,"  2,333 "
4/16/2024,280,BRANCH,OTHERS,"  679,268 "
4/16/2024,7050,BRANCH,OTHERS,"  21,897 "
4/16/2024,2846,MERCHANT,PAYMENT,"  11,416 "
4/16/2024,775,BRANCH,BUNGA,"  87,432 "
4/16/2024,3569,BRANCH,OTHERS,"  2,125 "
4/16/2024,4266,BRANCH,BIAYA,"  1,500 "
4/16/2024,2168,BRANCH,TRANSFER,  985 
4/16/2024,3172,BRANCH,TRANSFER,"  157,100 "
4/16/2024,4277,BRANCH,BIAYA,"  2,000 "
4/16/2024,1892,BRANCH,BIAYA,"  4,000 "
4/16/2024,6386,BRANCH,PAYMENT,"  5,000,000 "
4/16/2024,3974,BRANCH,BIAYA,"  1,000 "
4/16/2024,1795,BRANCH,DENDA,"  13,796 "
4/16/2024,1795,BRANCH,DENDA,"  1,124 "
4/16/2024,1104,BRANCH,TRANSFER,"  6,314,000 "
4/16/2024,2960,BRANCH,OTHERS,"  4,303,125 "
4/16/2024,7163,BRANCH,BIAYA,"  1,000 "
4/16/2024,280,BRANCH,BIAYA,"  1,000 "
4/16/2024,7969,BRANCH,TRANSFER,"  261,152 "
4/16/2024,2271,BRANCH,PAYMENT,"  11,600,000 "
4/16/2024,76,BRANCH,BUNGA,  9 
4/16/2024,1047,MERCHANT,PAYMENT,"  9,000 "
4/16/2024,7732,BRANCH,OTHERS,  25 
4/16/2024,4206,BRANCH,SETOR TUNAI,"  27,729,800 "
4/16/2024,7050,BRANCH,OTHERS,"  720,289 "
4/16/2024,3172,BRANCH,BUNGA,"  524,317 "
4/16/2024,268,BRANCH,TRANSFER,"  931,000 "
4/16/2024,7050,BRANCH,TRANSFER,"  200,000,000 "
4/16/2024,5232,MERCHANT,PAYMENT,"  12,000 "
4/16/2024,2759,MERCHANT,PAYMENT,"  1,420 "
4/16/2024,2271,BRANCH,OTHERS,"  14,343,750 "
4/16/2024,1104,BRANCH,OTHERS,"  20,728,125 "
4/16/2024,3349,MERCHANT,PAYMENT,  18 
4/16/2024,2960,BRANCH,OTHERS,"  241,453 "
4/16/2024,4900,BRANCH,PAYMENT,"  25,980,000 "
4/18/2024,1104,CREDIT CARD,RETAIL TRANSACTION,  100 
4/18/2024,1104,CREDIT CARD,RETAIL TRANSACTION,"  546,480 "
4/18/2024,1104,CREDIT CARD,RETAIL TRANSACTION,"  140,000 "
4/17/2024,1104,CREDIT CARD,RETAIL TRANSACTION,"  1,600,830 "
4/19/2024,1041,CREDIT CARD,INSTALMENT,"  96,004 "
4/19/2024,268,CREDIT CARD,OTHERS,"- 12,500 "
4/18/2024,5225,CREDIT CARD,RETAIL TRANSACTION,"  18,500 "
4/18/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  39,000 "
4/18/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  219,000 "
4/18/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  37,000 "
4/18/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  197,285 "
4/16/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  5,000 "
4/18/2024,8644,CREDIT CARD,RETAIL TRANSACTION,  79 
4/18/2024,8644,CREDIT CARD,RETAIL TRANSACTION,  130 
4/18/2024,4857,CREDIT CARD,RETAIL TRANSACTION,"  773,200 "
4/18/2024,1223,CREDIT CARD,RETAIL TRANSACTION,"  225,000 "
4/18/2024,76,CREDIT CARD,RETAIL TRANSACTION,"  38,700 "
4/18/2024,1547,CREDIT CARD,RETAIL TRANSACTION,"  1,046,273 "
4/18/2024,5952,CREDIT CARD,RETAIL TRANSACTION,"  97,750 "
4/18/2024,6513,CREDIT CARD,RETAIL TRANSACTION,  12 
4/18/2024,6513,CREDIT CARD,RETAIL TRANSACTION,  76 
4/19/2024,7969,CREDIT CARD,OTHERS,"  4,103,000 "
4/19/2024,7969,CREDIT CARD,OTHERS,"- 4,103,000 "
4/18/2024,377,CREDIT CARD,RETAIL TRANSACTION,"  491,641 "
4/17/2024,4206,CREDIT CARD,RETAIL TRANSACTION,"  994,750 "
4/18/2024,480,CREDIT CARD,RETAIL TRANSACTION,"  151,380 "
4/18/2024,3025,CREDIT CARD,RETAIL TRANSACTION,"  186,000 "
4/19/2024,480,CREDIT CARD,INSTALMENT,"  347,316 "
4/19/2024,480,CREDIT CARD,INSTALMENT,"  656,630 "
4/18/2024,1396,CREDIT CARD,RETAIL TRANSACTION,"  3,022,300 "
4/18/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  1,546,432 "
4/18/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  1,128,463 "
4/18/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  574,200 "
4/19/2024,4426,CREDIT CARD,OTHERS,"  6,482,215 "
4/19/2024,4426,CREDIT CARD,OTHERS,"- 6,482,215 "
4/19/2024,3172,CREDIT CARD,RETAIL TRANSACTION,"  223,000 "
4/18/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  180,000 "
4/18/2024,6911,CREDIT CARD,RETAIL TRANSACTION,"  500,000 "
4/19/2024,4062,CREDIT CARD,INSTALMENT,"  441,334 "
4/18/2024,326,CREDIT CARD,RETAIL TRANSACTION,"  121,853 "
4/19/2024,4426,CREDIT CARD,INSTALMENT,"  2,160,739 "
4/18/2024,1547,CREDIT CARD,OTHERS,"- 51,700 "
4/18/2024,7732,CREDIT CARD,RETAIL TRANSACTION,"  6,510,000 "
4/18/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  45,698,500 "
4/18/2024,188,CREDIT CARD,RETAIL TRANSACTION,"  45,000 "
4/19/2024,9216,CREDIT CARD,INSTALMENT,"  1,958,167 "
4/19/2024,7772,CREDIT CARD,OTHERS,"  6,901,000 "
4/19/2024,7772,CREDIT CARD,OTHERS,"- 6,901,000 "
4/19/2024,6911,MOBILE BANKING,TRANSFER,"  310,000 "
4/19/2024,2306,MOBILE BANKING,TRANSFER,"  360,000 "
4/19/2024,1041,MOBILE BANKING,TRANSFER,"  110,000 "
4/19/2024,1310,MOBILE BANKING,TRANSFER,"  50,000 "
4/19/2024,1310,MOBILE BANKING,TRANSFER,"  300,000 "
4/19/2024,6604,MOBILE BANKING,TRANSFER,"  60,000 "
4/19/2024,600,MOBILE BANKING,TRANSFER,"  5,884,918 "
4/19/2024,600,MOBILE BANKING,TRANSFER,  79 
4/19/2024,600,MOBILE BANKING,TRANSFER,"  1,175,000 "
4/19/2024,600,MOBILE BANKING,TRANSFER,"  8,000 "
4/19/2024,2960,MOBILE BANKING,TRANSFER,"  200,000 "
4/19/2024,7772,MOBILE BANKING,TRANSFER,"  10,000,000 "
4/19/2024,3161,MOBILE BANKING,TRANSFER,"  26,000 "
4/19/2024,268,MOBILE BANKING,TRANSFER,"  400,000 "
4/19/2024,5725,MOBILE BANKING,TRANSFER,"  1,521,000 "
4/19/2024,4900,MOBILE BANKING,TRANSFER,"  2,500,000 "
4/3/2024,3974,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,3010,ATM,WITHDRAWAL,"  800,000 "
4/3/2024,4062,ATM,TRANSFER,"  2,000,000 "
4/3/2024,2464,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,4266,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,5232,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,3985,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,3161,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,5952,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,1223,ATM,WITHDRAWAL,"  2,000,000 "
4/3/2024,3985,ATM,WITHDRAWAL,"  1,300,000 "
4/3/2024,268,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,5232,ATM,WITHDRAWAL,"  150,000 "
4/3/2024,7743,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,7023,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,2306,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,2146,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,7743,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,359,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,3161,ATM,BIAYA,"  6,500 "
4/3/2024,3161,ATM,WITHDRAWAL,"  2,000,000 "
4/3/2024,7969,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,268,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,837,ATM,WITHDRAWAL,"  1,250,000 "
4/3/2024,7669,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,3105,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,4277,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,3349,ATM,WITHDRAWAL,"  150,000 "
4/3/2024,4062,ATM,TRANSFER,"  6,000,000 "
4/3/2024,5463,ATM,WITHDRAWAL,"  1,150,000 "
4/3/2024,5225,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,6386,ATM,PAYMENT,"  46,940 "
4/3/2024,6386,ATM,PAYMENT,"  419,541 "
4/3/2024,6386,ATM,PAYMENT,"  55,255 "
4/3/2024,8097,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,5952,ATM,TRANSFER,"  1,200,000 "
4/3/2024,3172,ATM,BIAYA,"  6,500 "
4/3/2024,268,ATM,WITHDRAWAL,"  350,000 "
4/3/2024,2168,ATM,PAYMENT,"  3,001,000 "
4/3/2024,3183,ATM,WITHDRAWAL,"  1,400,000 "
4/3/2024,2168,ATM,WITHDRAWAL,"  150,000 "
4/3/2024,8097,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,1165,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,837,ATM,TRANSFER,"  4,000,000 "
4/3/2024,7669,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,3025,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,1310,ATM,TRANSFER,"  33,500 "
4/3/2024,280,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,6386,ATM,PAYMENT,"  556,210 "
4/3/2024,6604,ATM,WITHDRAWAL,"  800,000 "
4/3/2024,6911,ATM,WITHDRAWAL,"  300,000 "
4/3/2024,1041,ATM,WITHDRAWAL,"  2,000,000 "
4/3/2024,7027,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,1047,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,359,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,4426,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,5225,ATM,WITHDRAWAL,"  50,000 "
4/3/2024,7903,ATM,WITHDRAWAL,"  1,700,000 "
4/3/2024,5952,ATM,TRANSFER,"  2,740,000 "
4/3/2024,2022,ATM,WITHDRAWAL,"  700,000 "
4/3/2024,2271,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,5027,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,3974,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,2271,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,786,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,3349,ATM,WITHDRAWAL,"  1,900,000 "
4/3/2024,359,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,4426,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,7732,ATM,WITHDRAWAL,"  300,000 "
4/3/2024,6386,ATM,WITHDRAWAL,"  2,000,000 "
4/3/2024,377,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,377,ATM,WITHDRAWAL,"  300,000 "
4/3/2024,6513,ATM,WITHDRAWAL,"  100,000 "
4/3/2024,9227,ATM,WITHDRAWAL,"  200,000 "
4/25/2024,837,DEBIT CARD,PAYMENT,  12 
4/24/2024,3569,DEBIT CARD,PAYMENT,  15 
4/13/2024,2022,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/13/2024,2022,MOBILE BANKING,TRANSFER,"  400,000 "
4/13/2024,3105,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,3105,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/13/2024,4900,MOBILE BANKING,TRANSFER,"  2,500,000 "
4/13/2024,1547,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/13/2024,1547,MOBILE BANKING,TRANSFER,"  2,300,000 "
4/13/2024,1104,MOBILE BANKING,TRANSFER,"  200,000 "
4/13/2024,2168,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/13/2024,7903,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,4062,MOBILE BANKING,TRANSFER,"  180,000 "
4/13/2024,2168,MOBILE BANKING,TRANSFER,"  400,000 "
4/13/2024,5225,MOBILE BANKING,TRANSFER,"  12,000,000 "
4/13/2024,7170,MOBILE BANKING,TRANSFER,"  40,000,000 "
4/13/2024,1396,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/13/2024,1041,MOBILE BANKING,TRANSFER,"  5,865,000 "
4/13/2024,2759,MOBILE BANKING,TRANSFER,"  1,200,000 "
4/13/2024,1047,MOBILE BANKING,TRANSFER,"  6,000,000 "
4/13/2024,1047,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/13/2024,1465,MOBILE BANKING,TRANSFER,"  90,000 "
4/13/2024,65,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,837,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,8797,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,2306,MOBILE BANKING,TRANSFER,"  629,000 "
4/13/2024,3349,MOBILE BANKING,TRANSFER,"  350,000 "
4/13/2024,5027,MOBILE BANKING,TRANSFER,"  4,050,000 "
4/13/2024,5232,MOBILE BANKING,TRANSFER,"  300,000 "
4/13/2024,9216,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,3569,MOBILE BANKING,TRANSFER,"  750,000 "
4/13/2024,3010,MOBILE BANKING,TRANSFER,"  3,500,000 "
4/13/2024,3010,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,9216,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,2271,MOBILE BANKING,TRANSFER,"  2,700,000 "
4/13/2024,7743,MOBILE BANKING,TRANSFER,"  130,000 "
4/13/2024,1104,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,5312,MOBILE BANKING,TRANSFER,"  300,000 "
4/13/2024,1784,MOBILE BANKING,TRANSFER,"  200,000 "
4/13/2024,8797,MOBILE BANKING,TRANSFER,"  105,000 "
4/13/2024,5225,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/13/2024,2237,MOBILE BANKING,TRANSFER,"  400,000 "
4/13/2024,2237,MOBILE BANKING,TRANSFER,"  1,385,000 "
4/13/2024,4288,MOBILE BANKING,TRANSFER,"  200,000 "
4/13/2024,1892,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/13/2024,2022,MOBILE BANKING,TRANSFER,"  200,000 "
4/13/2024,480,MOBILE BANKING,TRANSFER,"  1,600,000 "
4/13/2024,480,MOBILE BANKING,TRANSFER,"  397,500 "
4/13/2024,188,MOBILE BANKING,TRANSFER,"  1,500,011 "
4/13/2024,188,MOBILE BANKING,TRANSFER,"  499,989 "
4/13/2024,1784,MOBILE BANKING,TRANSFER,"  120,000 "
4/13/2024,1784,MOBILE BANKING,TRANSFER,"  250,000 "
4/13/2024,4277,MOBILE BANKING,TRANSFER,"  200,000 "
4/13/2024,4277,MOBILE BANKING,TRANSFER,"  280,000 "
4/15/2024,1310,DEBIT CARD,PAYMENT,"  359,724 "
4/15/2024,1104,DEBIT CARD,PAYMENT,  10 
4/14/2024,1104,DEBIT CARD,PAYMENT,  306 
4/14/2024,1104,DEBIT CARD,PAYMENT,  34 
4/14/2024,1104,DEBIT CARD,PAYMENT,  49 
4/14/2024,1104,DEBIT CARD,PAYMENT,  38 
4/14/2024,1104,DEBIT CARD,PAYMENT,  401 
4/16/2024,844,BRANCH,BUNGA,"  1,007,104 "
4/16/2024,2846,BRANCH,TRANSFER,"  5,550 "
4/16/2024,2168,BRANCH,TRANSFER,"  2,393 "
4/16/2024,1547,BRANCH,TRANSFER,"  26,600 "
4/16/2024,3569,BRANCH,CASH WITHDRAWAL,"  80,000,000 "
4/16/2024,65,BRANCH,OTHERS,"  3,601,443 "
4/16/2024,3010,BRANCH,BUNGA,  35 
4/16/2024,1784,MERCHANT,PAYMENT,  55 
4/16/2024,844,BRANCH,OTHERS,"  662,393 "
4/16/2024,844,MERCHANT,PAYMENT,"  30,000 "
4/16/2024,1104,MERCHANT,PAYMENT,"  38,250 "
4/16/2024,2759,BRANCH,TRANSFER,"  4,101,107 "
4/16/2024,6604,BRANCH,TRANSFER,"  1,467,625 "
4/16/2024,779,BRANCH,BIAYA,"  1,500 "
4/16/2024,3349,BRANCH,TRANSFER,  935 
4/16/2024,5312,BRANCH,PAJAK,"  17,500 "
4/16/2024,3349,MERCHANT,PAYMENT,  136 
4/16/2024,3694,BRANCH,TRANSFER,"  6,460 "
4/16/2024,2759,BRANCH,TRANSFER,"  2,780,151 "
4/16/2024,1547,MERCHANT,PAYMENT,  10 
4/16/2024,3349,MERCHANT,PAYMENT,  31 
4/16/2024,1104,MERCHANT,PAYMENT,"  126,166 "
4/16/2024,1396,BRANCH,OTHERS,"  720,289 "
4/16/2024,9227,BRANCH,OTHERS,"  1,366,090 "
4/16/2024,9410,BRANCH,TRANSFER,"  5,988,000 "
4/16/2024,8797,BRANCH,PAYMENT,"  23,743,385 "
4/16/2024,1310,BRANCH,TRANSFER,"  488,750 "
4/16/2024,2306,DEBIT CARD,PAYMENT,"  81,000 "
4/16/2024,2306,DEBIT CARD,PAYMENT,"  175,000 "
4/16/2024,3974,DEBIT CARD,PAYMENT,"  278,355 "
4/16/2024,1104,DEBIT CARD,PAYMENT,  48 
4/16/2024,1104,DEBIT CARD,PAYMENT,  106 
4/16/2024,3025,DEBIT CARD,PAYMENT,"  140,927 "
4/3/2024,6911,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,3010,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,7772,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,3183,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,3183,ATM,WITHDRAWAL,"  900,000 "
4/3/2024,7669,ATM,WITHDRAWAL,"  2,000,000 "
4/3/2024,7732,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,1104,ATM,TRANSFER,"  3,530,000 "
4/3/2024,6604,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,600,ATM,WITHDRAWAL,"  250,000 "
4/3/2024,280,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,5952,ATM,BIAYA,"  6,500 "
4/3/2024,1223,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,1465,ATM,TRANSFER,"  2,000,000 "
4/3/2024,4857,ATM,WITHDRAWAL,"  800,000 "
4/3/2024,2846,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,7050,ATM,WITHDRAWAL,"  400,000 "
4/3/2024,7163,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,1223,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,779,ATM,WITHDRAWAL,"  650,000 "
4/3/2024,2237,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,1465,ATM,WITHDRAWAL,"  100,000 "
4/3/2024,7163,ATM,WITHDRAWAL,"  550,000 "
4/3/2024,7969,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,359,ATM,WITHDRAWAL,"  1,250,000 "
4/3/2024,1041,ATM,WITHDRAWAL,"  300,000 "
4/3/2024,246,ATM,WITHDRAWAL,"  1,450,000 "
4/3/2024,9227,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,76,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,6513,ATM,WITHDRAWAL,"  50,000 "
4/3/2024,3569,ATM,WITHDRAWAL,"  400,000 "
4/3/2024,246,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,3569,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,2960,ATM,WITHDRAWAL,"  2,500,000 "
4/3/2024,3349,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,2759,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,6604,ATM,WITHDRAWAL,"  400,000 "
4/3/2024,2960,ATM,WITHDRAWAL,"  1,000,000 "
4/3/2024,5027,ATM,WITHDRAWAL,"  400,000 "
4/3/2024,9216,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,7170,ATM,WITHDRAWAL,"  3,000,000 "
4/3/2024,7669,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,4857,ATM,WITHDRAWAL,"  2,000,000 "
4/3/2024,1396,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,2306,ATM,WITHDRAWAL,"  500,000 "
4/3/2024,779,ATM,WITHDRAWAL,"  1,500,000 "
4/3/2024,6604,ATM,WITHDRAWAL,"  100,000 "
4/3/2024,280,ATM,WITHDRAWAL,"  200,000 "
4/3/2024,1465,ATM,WITHDRAWAL,"  1,400,000 "
4/4/2024,1041,MOBILE BANKING,TRANSFER,"  174,000 "
4/4/2024,600,MOBILE BANKING,TRANSFER,"  400,000 "
4/4/2024,600,MOBILE BANKING,TRANSFER,"  45,000 "
4/4/2024,600,MOBILE BANKING,TRANSFER,"  500,000 "
